279.408290400,1,uniform,austria
227.988966200,2,uniform,austria
172.422521100,3,uniform,austria
161.597185500,4,uniform,austria
162.605582800,5,uniform,austria
3477.638507000,1,tfidf,austria
3347.149999000,2,tfidf,austria
3344.240819000,3,tfidf,austria
3340.686434000,4,tfidf,austria
3376.745034000,5,tfidf,austria
130.192700000,1,uniform,denmark
126.647704100,2,uniform,denmark
126.157791300,3,uniform,denmark
141.073342600,4,uniform,denmark
126.375196000,5,uniform,denmark
3531.615460000,1,tfidf,denmark
3710.230008000,2,tfidf,denmark
3692.528356000,3,tfidf,denmark
3678.619457000,4,tfidf,denmark
4287.333857000,5,tfidf,denmark
88.723676420,1,uniform,germany
85.194168800,2,uniform,germany
89.215950580,3,uniform,germany
89.232986960,4,uniform,germany
86.002360200,5,uniform,germany
1683.905763000,1,tfidf,germany
1688.761267000,2,tfidf,germany
1645.557609000,3,tfidf,germany
1784.545490000,4,tfidf,germany
1677.350253000,5,tfidf,germany
116.827115400,1,uniform,ireland
136.646879800,2,uniform,ireland
124.704982000,3,uniform,ireland
115.644353700,4,uniform,ireland
122.330180800,5,uniform,ireland
6200.970654000,1,tfidf,ireland
6268.054397000,2,tfidf,ireland
6305.352843000,3,tfidf,ireland
5946.374526000,4,tfidf,ireland
5649.003158000,5,tfidf,ireland
149.338312400,1,uniform,netherlands
154.232075300,2,uniform,netherlands
154.302866900,3,uniform,netherlands
153.942584700,4,uniform,netherlands
151.637480700,5,uniform,netherlands
4847.818549000,1,tfidf,netherlands
5004.286231000,2,tfidf,netherlands
4893.708238000,3,tfidf,netherlands
4924.981623000,4,tfidf,netherlands
4691.885192000,5,tfidf,netherlands
200.531647300,1,uniform,poland
207.018213500,2,uniform,poland
200.734873900,3,uniform,poland
202.888811600,4,uniform,poland
198.266686300,5,uniform,poland
4148.343964000,1,tfidf,poland
4181.300380000,2,tfidf,poland
4068.938619000,3,tfidf,poland
4168.163459000,4,tfidf,poland
4124.335514000,5,tfidf,poland
201.885343600,1,uniform,spain
202.668467000,2,uniform,spain
204.763576400,3,uniform,spain
203.515046800,4,uniform,spain
206.286117500,5,uniform,spain
6307.421373000,1,tfidf,spain
6251.388375000,2,tfidf,spain
6457.555815000,3,tfidf,spain
6616.112700000,4,tfidf,spain
5917.392638000,5,tfidf,spain
99.098938490,1,uniform,sweden
100.624620300,2,uniform,sweden
98.195906400,3,uniform,sweden
102.466255600,4,uniform,sweden
97.478426480,5,uniform,sweden
1811.886033000,1,tfidf,sweden
1852.105375000,2,tfidf,sweden
1863.579436000,3,tfidf,sweden
1830.823916000,4,tfidf,sweden
1834.085900000,5,tfidf,sweden
278.845683219,1,uniform,poland
318.238894479,2,uniform,poland
303.729244242,3,uniform,poland
306.501531197,4,uniform,poland
290.602777832,5,uniform,poland
5398.465418741,1,tfidf,poland
5376.768530343,2,tfidf,poland
4934.632636798,3,tfidf,poland
5166.276792790,4,tfidf,poland
5117.139255822,5,tfidf,poland
92.726015491,1,uniform,uk
87.515828429,2,uniform,uk
100.850271433,3,uniform,uk
89.870947529,4,uniform,uk
88.644078277,5,uniform,uk
3046.159933048,1,tfidf,uk
3048.649982246,2,tfidf,uk
2993.820194599,3,tfidf,uk
3021.874409105,4,tfidf,uk
3015.913537749,5,tfidf,uk
269.871370355,1,uniform,poland
216.170422306,2,uniform,poland
237.010446866,3,uniform,poland
248.636307397,4,uniform,poland
236.846438219,5,uniform,poland
3217.251300881,1,tfidf,poland
3396.385216533,2,tfidf,poland
3519.244575433,3,tfidf,poland
3559.246602992,4,tfidf,poland
3438.414585650,5,tfidf,poland
